iter	Logloss	Accuracy
877	0.03206802763	0.9916078581
878	0.0320677664	0.9916078581
879	0.03206768398	0.9916078581
880	0.03206767073	0.9916078581
881	0.03206763367	0.9916078581
882	0.03206738481	0.9916078581
883	0.03206735912	0.9916078581
884	0.03206729286	0.9916078581
885	0.03206694774	0.9916078581
886	0.03206691137	0.9916078581
887	0.0320666772	0.9916078581
888	0.03206657422	0.9916078581
889	0.03200790056	0.9916460042
890	0.03200760311	0.9916460042
891	0.0320073905	0.9916460042
892	0.0320073091	0.9916460042
893	0.03200727456	0.9916460042
894	0.03200719352	0.9916460042
895	0.03200718389	0.9916460042
896	0.0320070615	0.9916460042
897	0.03200702777	0.9916460042
898	0.03200696998	0.9916460042
899	0.03200659242	0.9916460042
900	0.03200657565	0.9916460042
901	0.03200547857	0.9916078581
902	0.03200547857	0.9916078581
903	0.03200543052	0.9916078581
904	0.03200531091	0.9916078581
905	0.03200529457	0.9916078581
906	0.03200525299	0.9916078581
907	0.03200520055	0.9916078581
908	0.03200509621	0.9916078581
909	0.03200509621	0.9916078581
910	0.03200488976	0.9916078581
911	0.03200488976	0.9916078581
912	0.0320048273	0.9916078581
913	0.03200476298	0.9916078581
914	0.03200438669	0.9916078581
915	0.03200420586	0.9916078581
916	0.03200418051	0.9916078581
917	0.03200416449	0.9916078581
918	0.03200415306	0.9916078581
919	0.03200414165	0.9916078581
920	0.03200404154	0.9916078581
921	0.03200392108	0.9916078581
922	0.03200381936	0.9916078581
923	0.03200378219	0.9916078581
924	0.03200376412	0.9916078581
925	0.032003561	0.9916078581
926	0.03200347582	0.9916078581
927	0.03200327482	0.9916078581
928	0.03200327145	0.9916078581
929	0.0320029829	0.9916078581
930	0.03200286417	0.9916078581
931	0.03200106085	0.9916078581
932	0.03200087573	0.9916078581
933	0.03200083706	0.9916078581
934	0.03200079001	0.9916078581
935	0.03200065709	0.9916078581
936	0.03200047002	0.9916078581
937	0.03200045014	0.9916078581
938	0.03200039164	0.9916078581
939	0.03200038382	0.9916078581
940	0.03200030792	0.9916078581
941	0.03199982463	0.9916078581
942	0.0319996654	0.9916078581
943	0.03199954885	0.9916078581
944	0.03199944642	0.9916078581
945	0.03193713088	0.9916841503
946	0.03176189941	0.9917604425
947	0.03171424073	0.9917222964
948	0.03169457967	0.9916841503
949	0.03169436987	0.9916841503
950	0.0316754522	0.9917222964
951	0.03158928216	0.9918367347
952	0.03151333805	0.9918748808
953	0.03151309343	0.9918748808
954	0.03151308886	0.9918748808
955	0.03139843149	0.9918748808
956	0.03121558239	0.9920656113
957	0.03114634022	0.9921037574
958	0.03114624697	0.9921037574
959	0.03114618855	0.9921037574
960	0.03114609831	0.9921037574
961	0.03114597237	0.9921037574
962	0.03114594171	0.9921037574
963	0.03114592555	0.9921037574
964	0.03114581747	0.9921037574
965	0.03114580103	0.9921037574
966	0.0311457888	0.9921037574
967	0.03114558875	0.9921037574
968	0.03114548544	0.9921419035
969	0.03114543461	0.9921419035
970	0.0311450488	0.9921419035
971	0.03114481206	0.9921419035
972	0.03114443897	0.9921419035
973	0.03109276644	0.9921037574
974	0.03109250953	0.9921037574
975	0.03109237932	0.9921037574
976	0.03109232136	0.9921037574
977	0.03109222503	0.9921037574
978	0.03109214465	0.9921037574
979	0.03109188852	0.9921037574
980	0.03100103736	0.9922181957
981	0.03084755069	0.9922944879
982	0.0308474364	0.9922944879
983	0.03082784521	0.9922944879
984	0.03075803352	0.9923707801
985	0.03075765486	0.9923707801
986	0.03068437537	0.9922181957
987	0.03068415308	0.9922181957
988	0.03068412099	0.9922181957
989	0.03068400539	0.9922181957
990	0.0306839643	0.9922181957
991	0.03068388153	0.9922181957
992	0.03064374346	0.9922944879
993	0.03059064595	0.9922944879
994	0.03051460403	0.9922181957
995	0.03051001889	0.9922181957
996	0.03050988397	0.9922181957
997	0.03050970607	0.9922181957
998	0.03045238263	0.992332634
999	0.03045233219	0.992332634
