iter	Logloss	Accuracy
276	0.1453473172	0.9564753004
277	0.1453204702	0.9564371543
278	0.1452951343	0.9564371543
279	0.1452700041	0.9563990082
280	0.1452488998	0.9563990082
281	0.1452293261	0.9564371543
282	0.1451856566	0.9565134465
283	0.1451446481	0.9565897387
284	0.1451150745	0.9565897387
285	0.1450946029	0.9565515926
286	0.1450709169	0.9565897387
287	0.1449580674	0.9566660309
288	0.1449195551	0.9567423231
289	0.1447621386	0.956704177
290	0.1447417501	0.956704177
291	0.1447269805	0.9567804692
292	0.1446869467	0.9568186153
293	0.1446362733	0.9568567614
294	0.1445817252	0.9568567614
295	0.1445437634	0.9568567614
296	0.1444862576	0.9568949075
297	0.1444448798	0.9569330536
298	0.1443889646	0.9569711997
299	0.1443362583	0.9570093458
300	0.1443286337	0.9570093458
301	0.1443049466	0.9570093458
302	0.1442867268	0.9570093458
303	0.1442263514	0.9570474919
304	0.1441987949	0.957085638
305	0.1441691233	0.9570093458
306	0.1441249005	0.9569330536
307	0.1440897358	0.9569330536
308	0.144067363	0.9569330536
309	0.1440452588	0.9569330536
310	0.1439757659	0.9570093458
311	0.1439418314	0.957085638
312	0.1438918026	0.9572382224
313	0.1438394826	0.9572000763
314	0.143823183	0.9571619302
315	0.1437894647	0.9573145146
316	0.1437416451	0.9573908068
317	0.143708787	0.9574289529
318	0.1436820866	0.9574289529
319	0.1436537773	0.957467099
320	0.1436040421	0.9574289529
321	0.1435595728	0.9573145146
322	0.1434775893	0.957467099
323	0.1434488771	0.9575052451
324	0.1434133615	0.9575052451
325	0.1433475194	0.9575815373
326	0.143289059	0.9575433912
327	0.1432497709	0.9575433912
328	0.1431935833	0.9576578295
329	0.1431683161	0.9576959756
330	0.1431156414	0.9578867061
331	0.1430690289	0.9578104139
332	0.1430113709	0.9579248522
333	0.1429605578	0.9578867061
334	0.1429147207	0.95784856
335	0.1428904874	0.9579629983
336	0.1428184725	0.9580011444
337	0.1427805314	0.9580392905
338	0.1427358685	0.9580392905
339	0.1427088066	0.9580011444
340	0.1426720408	0.9580011444
341	0.1426098518	0.9580392905
342	0.1425640141	0.9579629983
343	0.1425290244	0.9580774366
344	0.1424645866	0.9581537288
345	0.1423979947	0.958230021
346	0.1423166273	0.9583826054
347	0.1422978461	0.9583826054
348	0.1422718138	0.9584970437
349	0.1422099737	0.9584207515
350	0.1421552217	0.9584970437
351	0.142086471	0.9584970437
352	0.1420187615	0.9584970437
353	0.1419436267	0.9584970437
354	0.141914695	0.958611482
355	0.1418906848	0.9585733359
356	0.1418473667	0.9585733359
357	0.1417605794	0.9585733359
358	0.1416780376	0.9586877742
359	0.1416269798	0.9586877742
360	0.1415900891	0.9588403586
361	0.1415669188	0.9587640664
362	0.1415146203	0.9587640664
363	0.1414643815	0.9588403586
364	0.1413267643	0.9588785047
365	0.1412365694	0.9589166508
366	0.1411871485	0.9589547969
367	0.1411628592	0.958992943
368	0.1411150797	0.9590692352
369	0.1411035067	0.9590692352
370	0.1410497443	0.9590310891
371	0.1410083325	0.9590310891
372	0.1409771678	0.958992943
373	0.1409507554	0.9590310891
374	0.1409165712	0.9590692352
375	0.1408798152	0.9591073813
376	0.140879782	0.9591073813
377	0.1408398975	0.9591455274
378	0.1408147578	0.9591455274
379	0.1407895599	0.9591455274
380	0.140713194	0.9591455274
381	0.1407048852	0.9591455274
382	0.1406922718	0.9591455274
383	0.1406711754	0.9591455274
384	0.1406587905	0.9591836735
385	0.140604956	0.9591836735
386	0.1405559397	0.9591836735
387	0.1405093147	0.9592599657
388	0.1405008147	0.9592599657
389	0.140466147	0.9592599657
390	0.1404485917	0.9592981118
391	0.1403728928	0.9593362579
392	0.1403377912	0.9593362579
393	0.1403139556	0.9592599657
394	0.140296357	0.9592981118
395	0.1402139786	0.9592981118
396	0.1401460565	0.9592599657
397	0.1400948034	0.9592981118
398	0.1400859255	0.9592981118
399	0.140062663	0.9593362579
400	0.1400199628	0.9593362579
401	0.1399866107	0.9592981118
402	0.1399728725	0.9592981118
403	0.1399162203	0.9592599657
404	0.139849076	0.9592218196
405	0.1398250678	0.9592599657
406	0.1397886008	0.9592981118
407	0.1397544721	0.9594125501
408	0.1396926619	0.959374404
409	0.1396501239	0.959374404
410	0.1396077912	0.9593362579
411	0.1395780612	0.9593362579
412	0.1395601947	0.9594125501
413	0.1395266252	0.9594506962
414	0.1394376459	0.9594125501
415	0.1394093471	0.9594125501
416	0.139326673	0.9594125501
417	0.1392939002	0.9594506962
418	0.1392561216	0.9594125501
419	0.1392189025	0.9594888423
420	0.1391791309	0.9594888423
421	0.1391306891	0.9596032806
422	0.1390901598	0.9595269884
423	0.1390640802	0.9595651345
424	0.1389833809	0.9596795728
425	0.1389310607	0.9596414267
426	0.1388856959	0.9595651345
427	0.1388597678	0.9595651345
428	0.1388479506	0.9595269884
429	0.1388190727	0.9596032806
430	0.1387937658	0.9597940111
431	0.1387588398	0.9598703033
432	0.1386650976	0.9597940111
433	0.1386298231	0.9597940111
434	0.1385891128	0.9596795728
435	0.1385299653	0.9597177189
436	0.1384334388	0.959755865
437	0.1384123142	0.959755865
438	0.138376473	0.959755865
439	0.1382877482	0.9597940111
440	0.1382309808	0.9597940111
441	0.1381835978	0.9598321572
442	0.1381799051	0.9598321572
443	0.1381674461	0.9598703033
444	0.1381493527	0.9599465955
445	0.1381242582	0.9599465955
446	0.1380564242	0.9599084494
447	0.1380063501	0.9599847416
448	0.1378870434	0.9600228877
449	0.1378318091	0.9600610338
450	0.1377772359	0.9599847416
451	0.1377378838	0.9600610338
452	0.1376942016	0.9600610338
453	0.1376534443	0.9600610338
454	0.1376077778	0.9600610338
455	0.1375591629	0.9600991799
456	0.1375538488	0.960137326
457	0.1375226604	0.9601754721
458	0.1374693619	0.9602136182
459	0.1374276311	0.9602136182
460	0.1374136924	0.9602136182
461	0.1373532792	0.9602136182
462	0.1372879291	0.9601754721
463	0.1372372871	0.9601754721
464	0.1372185688	0.9602517643
465	0.1372030892	0.9602517643
466	0.1371745519	0.9602517643
467	0.1371062704	0.9602899104
468	0.1370139154	0.9603662026
469	0.1369801439	0.9603662026
470	0.1369185291	0.9604043487
471	0.1368674944	0.9603662026
472	0.1368272845	0.9603280565
473	0.1367877573	0.9603662026
474	0.1367764694	0.9603662026
475	0.1367577035	0.9604424948
476	0.1367232168	0.9604043487
477	0.1366613475	0.9603662026
478	0.1366077943	0.9604043487
479	0.1365944353	0.9603662026
480	0.1365637806	0.9603662026
481	0.1365491841	0.9603662026
482	0.1365306463	0.9603662026
483	0.1365052371	0.9603662026
484	0.1364524922	0.9604043487
485	0.1363390502	0.960518787
486	0.1363091722	0.960518787
487	0.1362701191	0.9604424948
488	0.1362147643	0.9604806409
489	0.1361642346	0.960518787
490	0.1361251548	0.960518787
491	0.1360695552	0.9605569331
492	0.1360381183	0.9605950792
493	0.1360052168	0.9605950792
494	0.1359861887	0.9605569331
495	0.1359230782	0.9605569331
496	0.1358960727	0.9605569331
497	0.1358681128	0.9605950792
498	0.135808391	0.9606332253
499	0.1357854046	0.9606332253
500	0.1357473713	0.9606713714
501	0.1356995308	0.9606332253
502	0.1356713111	0.9607095175
503	0.135652087	0.9607095175
504	0.135617761	0.9606713714
505	0.1355905363	0.9607095175
506	0.1355833268	0.9607095175
507	0.1355346056	0.9607095175
508	0.1354951997	0.9607095175
509	0.135474525	0.9607858097
510	0.1354366055	0.9607858097
511	0.1354042326	0.9607476636
512	0.1353768372	0.9608239558
513	0.1353414618	0.9608621019
514	0.1353239341	0.9608239558
515	0.1352633669	0.960938394
516	0.1352128939	0.9608621019
517	0.1351936584	0.9609002479
518	0.1351216603	0.9609002479
519	0.1350920082	0.9609002479
520	0.1350511058	0.9609002479
521	0.1350075192	0.9609002479
522	0.1349697087	0.9609002479
523	0.1349352653	0.960938394
524	0.1348958888	0.960938394
525	0.1348776042	0.960938394
526	0.1348581812	0.960938394
527	0.1347892191	0.960938394
528	0.1347430532	0.9609765401
529	0.134708257	0.9610146862
530	0.1346491312	0.9610528323
531	0.1346140719	0.9610909784
532	0.1345774872	0.9611291245
533	0.1345586506	0.9611672706
534	0.1345358963	0.9611291245
535	0.134511763	0.9611291245
536	0.134497328	0.9610909784
537	0.1344412491	0.9611291245
538	0.1343915337	0.9612817089
539	0.1343385581	0.9612435628
540	0.134292813	0.961319855
541	0.1342509708	0.961319855
542	0.1341958886	0.9613580011
543	0.1341709506	0.961319855
544	0.1341650829	0.9612817089
545	0.1340996419	0.961319855
546	0.1340944085	0.961319855
547	0.1340668983	0.961319855
548	0.1340221438	0.961319855
549	0.1340094266	0.961319855
550	0.1339304204	0.961319855
551	0.1339096806	0.9613580011
552	0.1338751411	0.9613580011
553	0.1338250652	0.961319855
554	0.1337757529	0.9613580011
555	0.1337121812	0.9613580011
556	0.1337030026	0.9613580011
557	0.1336922696	0.961319855
558	0.1336546746	0.9614342933
559	0.1336204614	0.9614342933
560	0.133564448	0.9612817089
561	0.1335391992	0.961319855
562	0.1334620876	0.9613580011
563	0.1333940054	0.9613580011
564	0.1333419406	0.9613580011
565	0.1333312439	0.9613961472
566	0.1332646063	0.9613961472
567	0.1332499722	0.9613961472
568	0.13323707	0.9613961472
569	0.1332183077	0.9614342933
570	0.1331841835	0.9613961472
571	0.1331201421	0.9615487316
572	0.1330688159	0.9616250238
573	0.1330520964	0.9616250238
574	0.1330250973	0.9616631699
575	0.1329671313	0.9616631699
576	0.1329578717	0.9616631699
577	0.132938595	0.9616631699
578	0.132889088	0.9616631699
579	0.1328701521	0.9616250238
580	0.1328503725	0.9616250238
581	0.1328182403	0.9616250238
582	0.1327604422	0.9616631699
583	0.1327204754	0.9617394621
584	0.1326504903	0.9617394621
585	0.1326027699	0.9618157543
586	0.1325326276	0.9618157543
587	0.1325225367	0.9618157543
588	0.1324706966	0.9617776082
589	0.1324528839	0.9617394621
590	0.1324134217	0.9618157543
591	0.1323814465	0.9618157543
592	0.1323632185	0.9617776082
593	0.1323100996	0.9617776082
594	0.1323017922	0.9617776082
595	0.1322606215	0.9619301926
596	0.1322311484	0.9619301926
597	0.1321929515	0.9618920465
598	0.1321459809	0.9619301926
599	0.1321031846	0.9618920465
600	0.1320568607	0.9618920465
601	0.1320262302	0.9619301926
602	0.1320140955	0.9618539004
603	0.1319641135	0.9618920465
604	0.1319291131	0.9618920465
605	0.1318953513	0.9618920465
606	0.1318718201	0.9618157543
607	0.1318133906	0.9619301926
608	0.1317860878	0.9620064848
609	0.1317732717	0.9620446309
610	0.1317462859	0.9620446309
611	0.131730883	0.9620446309
612	0.1316664561	0.9620064848
613	0.1316570456	0.9620064848
614	0.131590641	0.9619683387
615	0.1315373993	0.9620446309
616	0.1315093341	0.9620064848
617	0.1314523024	0.962082777
618	0.1314362133	0.9620446309
619	0.1313895791	0.962082777
620	0.1313468205	0.962082777
621	0.1312852348	0.9620064848
622	0.1312572548	0.9620446309
623	0.1312509552	0.9620446309
624	0.1312127056	0.962082777
625	0.1311663375	0.9621590692
626	0.1311435766	0.9621590692
627	0.1311097194	0.962082777
628	0.1310813443	0.962082777
629	0.1310146174	0.962082777
630	0.1310025302	0.962082777
631	0.1309485983	0.9620446309
632	0.1309377953	0.962082777
633	0.1308995306	0.962082777
634	0.130859015	0.9621209231
635	0.1307868019	0.9621590692
636	0.1307401093	0.9621590692
637	0.1307009758	0.9621209231
638	0.1306910833	0.9621209231
639	0.1306522835	0.962082777
640	0.1306180534	0.962082777
641	0.1305763703	0.9621209231
642	0.1305647559	0.962082777
643	0.1305235284	0.962082777
644	0.1304830448	0.962082777
645	0.1304650298	0.962082777
646	0.1304529503	0.9621209231
647	0.1304004867	0.9622735075
648	0.1303578255	0.9622735075
649	0.1303429697	0.9622353614
650	0.1303180607	0.9622353614
651	0.1302696092	0.9622735075
652	0.1301577625	0.9622353614
653	0.1301347588	0.9622353614
654	0.1300689118	0.9622353614
655	0.1300277857	0.9622353614
656	0.1299847613	0.9621972153
657	0.1299567755	0.9622735075
658	0.1299431084	0.9622353614
659	0.1299051675	0.9622353614
660	0.1298865089	0.9622735075
661	0.1298371474	0.9623879458
662	0.1297876615	0.9623879458
663	0.1297793555	0.9623879458
664	0.1297194561	0.962464238
665	0.1296971914	0.962464238
666	0.1296272078	0.962464238
667	0.1296112375	0.9624260919
668	0.129587407	0.9625405302
669	0.1295336098	0.9625405302
670	0.1295108499	0.9625405302
671	0.1294598679	0.962464238
672	0.1294442395	0.9625405302
673	0.1294063926	0.9625023841
674	0.1293861227	0.9625023841
675	0.1293288553	0.9625405302
676	0.129317943	0.9625023841
677	0.129269491	0.9625405302
678	0.1292125059	0.962464238
679	0.1291856238	0.9625023841
680	0.1291608219	0.9625023841
681	0.1291570073	0.9625023841
682	0.1291124151	0.9625786763
683	0.1290749023	0.9626168224
684	0.1290748916	0.9626168224
685	0.1290466886	0.9626549685
686	0.1290081528	0.9625786763
687	0.128960881	0.9626168224
688	0.1289572822	0.9626549685
689	0.1289549911	0.9626168224
690	0.1289035602	0.9626931146
691	0.1288905183	0.9626931146
692	0.1288905099	0.9626931146
693	0.1288386679	0.9627312607
694	0.1287837211	0.9627312607
695	0.128763053	0.9627312607
696	0.1287430561	0.9627312607
697	0.1286826141	0.9627694068
698	0.1286592749	0.9627312607
699	0.1286243468	0.9628075529
700	0.1285922155	0.9627694068
701	0.1285493023	0.9626931146
702	0.1285358667	0.9626931146
703	0.1285358636	0.9626931146
704	0.1285246643	0.9626549685
705	0.1284902747	0.9626931146
706	0.1284858914	0.9626549685
707	0.1284595584	0.9626168224
708	0.1284571502	0.9626549685
709	0.128423013	0.9626549685
710	0.1283802565	0.9626168224
711	0.1283521104	0.9625786763
712	0.1282934901	0.9626168224
713	0.128244452	0.9626549685
714	0.1281997941	0.9626549685
715	0.1281848272	0.9626168224
716	0.1281602149	0.9626549685
717	0.1281456949	0.9626549685
718	0.1281254853	0.9626549685
719	0.1281106084	0.9626931146
720	0.1280852475	0.9626931146
721	0.1280275498	0.9627312607
722	0.1279710309	0.9626549685
723	0.1279402405	0.9626549685
724	0.127919929	0.9626931146
725	0.1278386376	0.962845699
726	0.1277954161	0.9628075529
727	0.1277550165	0.962845699
728	0.1277123578	0.9628838451
729	0.1276779906	0.9628838451
730	0.127665977	0.9629219912
731	0.1276302299	0.9628838451
732	0.1276171273	0.9629219912
733	0.1275674086	0.9629219912
734	0.1275375854	0.9629219912
735	0.1275053917	0.9629601373
736	0.1274931409	0.9629601373
737	0.1274669054	0.9630745756
738	0.1274371724	0.9630364295
739	0.1274004714	0.9631508678
740	0.127343202	0.9631127217
741	0.1273277579	0.9630745756
742	0.1272735698	0.9631127217
743	0.1272317651	0.9631508678
744	0.1271966234	0.9631890139
745	0.1271351076	0.9631508678
746	0.1270763967	0.9631890139
747	0.127058338	0.9632653061
748	0.1269895964	0.96322716
749	0.1268971858	0.96322716
750	0.1268451116	0.96322716
751	0.1268073898	0.9633415983
752	0.1267685249	0.9633797444
753	0.1267070675	0.9634178905
754	0.126675744	0.9633797444
755	0.1266587868	0.9633415983
756	0.1266398672	0.9633415983
757	0.1266150975	0.9633797444
758	0.1265888943	0.9634178905
759	0.126568502	0.9634560366
760	0.1265597022	0.9633797444
761	0.1265397303	0.9634560366
762	0.1264931865	0.9633797444
763	0.1264677206	0.9633034522
764	0.126430494	0.9633415983
765	0.1264209165	0.9633415983
766	0.1264021355	0.9633797444
767	0.1263669326	0.9634560366
768	0.1263248673	0.9634941827
769	0.126295649	0.9634941827
770	0.1262598581	0.9634941827
771	0.1262465547	0.9634941827
772	0.1262465486	0.9634941827
773	0.1261781432	0.9634941827
774	0.1261125703	0.9634941827
775	0.126094868	0.9634941827
776	0.1260626415	0.9634941827
777	0.1260065639	0.9635323288
778	0.1258701	0.9634941827
779	0.1258145809	0.9634941827
780	0.1257833677	0.9634560366
781	0.1257695725	0.9634941827
782	0.1257272367	0.9634941827
783	0.1256960513	0.9635323288
784	0.1256705213	0.9636467671
785	0.1256510687	0.963608621
786	0.1256434903	0.963608621
787	0.1256175033	0.9636849132
788	0.1255862877	0.9636849132
789	0.1255562841	0.9636849132
790	0.1254927206	0.9637612054
791	0.1254728181	0.9637230593
792	0.1254245904	0.9637612054
793	0.1253818605	0.9638756437
794	0.1253389394	0.9638374976
795	0.1253358793	0.9638756437
796	0.1253049539	0.9638756437
797	0.1252267439	0.9639137898
798	0.1251724525	0.9639519359
799	0.1251197517	0.9638756437
800	0.125106308	0.9638374976
801	0.1250738041	0.9638756437
802	0.125041031	0.963990082
803	0.124993584	0.9639519359
804	0.1249841764	0.9639519359
805	0.1249319788	0.963990082
806	0.1248575129	0.963990082
807	0.1248383721	0.9640282281
808	0.1248061852	0.9640663742
809	0.1247411753	0.9640663742
810	0.1247158457	0.9640282281
811	0.1246444527	0.9640663742
812	0.1245923894	0.9640663742
813	0.124563069	0.9640282281
814	0.1245269449	0.963990082
815	0.1245269399	0.963990082
816	0.1245203117	0.963990082
817	0.1245083321	0.963990082
818	0.1244369616	0.9639519359
819	0.1244092899	0.9639137898
820	0.1243706935	0.9639137898
821	0.1242981103	0.9639519359
822	0.1242523642	0.963990082
823	0.1241884773	0.9640663742
824	0.1241166742	0.9640663742
825	0.1240842641	0.9640663742
826	0.1240561253	0.9640282281
827	0.1240207759	0.9640282281
828	0.1240133309	0.9640663742
829	0.1239663528	0.9641045203
830	0.1239239003	0.9642571047
831	0.1238932171	0.9642189586
832	0.1238817579	0.9642189586
833	0.1238504254	0.9641808125
834	0.1238290261	0.9641808125
835	0.1237646817	0.9641426664
836	0.1237196406	0.9641426664
837	0.1236847626	0.9641426664
838	0.1236450697	0.9641808125
839	0.123581175	0.9641808125
840	0.1235213669	0.9641808125
841	0.1234734777	0.9642189586
842	0.1234211873	0.9642189586
843	0.1233750873	0.9641426664
844	0.1233432825	0.9641808125
845	0.1233432825	0.9641808125
846	0.1232857277	0.9642571047
847	0.1232650324	0.9642571047
848	0.1232558033	0.9642571047
849	0.1232320265	0.9642571047
850	0.1231960396	0.9642952508
851	0.1231252703	0.9642952508
852	0.1230987869	0.9644096891
853	0.1230741665	0.964371543
854	0.1230118793	0.964371543
855	0.1229893008	0.964371543
856	0.1229481143	0.9644478352
857	0.1229349064	0.9644096891
858	0.1229271419	0.9644478352
859	0.1229126698	0.9644478352
860	0.1228962139	0.9644096891
861	0.1228738137	0.9644859813
862	0.122843216	0.9644859813
863	0.1228228797	0.9644859813
864	0.1227785168	0.9645241274
865	0.1227580637	0.9645241274
866	0.1227289661	0.9645622735
867	0.1227036186	0.9645622735
868	0.1227036112	0.9645622735
869	0.1226757485	0.9644859813
870	0.122630224	0.9644859813
871	0.1226040472	0.9645241274
872	0.1225884028	0.9646004196
873	0.1225314239	0.9646767118
874	0.1224960085	0.9646385657
875	0.1224647862	0.9646004196
876	0.1224165077	0.9646004196
877	0.1224030924	0.9646004196
878	0.1223799374	0.9646004196
879	0.122335524	0.9646385657
880	0.1223251088	0.9646004196
881	0.1223052536	0.9646004196
882	0.122287223	0.9646767118
883	0.1222508571	0.9646767118
