iter	Passed	Remaining
150	16387	92140
151	16516	92141
152	16620	92010
153	16705	91773
154	16833	91772
155	16977	91854
156	17105	91846
157	17244	91899
158	17382	91943
159	17515	91956
160	17638	91917
161	17723	91680
162	17772	91261
163	17895	91222
164	18002	91105
165	18125	91066
166	18291	91236
167	18480	91523
168	18628	91600
169	18745	91521
170	18876	91513
171	19032	91621
172	19151	91550
173	19268	91470
174	19373	91330
175	19496	91280
176	19606	91162
177	19728	91106
178	19845	91023
179	19954	90905
180	20083	90874
181	20182	90711
182	20315	90698
183	20460	90737
184	20593	90723
185	20681	90509
186	20782	90354
187	20913	90330
188	21046	90312
189	21147	90153
190	21257	90037
191	21377	89961
192	21493	89871
193	21608	89774
194	21729	89705
195	21847	89621
196	21929	89389
197	22028	89225
198	22146	89143
199	22273	89094
200	22345	88824
201	22479	88806
202	22625	88831
203	22771	88851
204	22859	88651
205	22975	88554
206	23076	88404
207	23192	88311
208	23287	88135
209	23460	88257
210	23598	88241
211	23722	88177
212	23870	88197
213	24008	88181
214	24104	88009
215	24239	87982
216	24399	88039
217	24546	88051
218	24643	87884
219	24769	87819
220	24846	87581
221	24989	87577
222	25088	87416
223	25212	87344
224	25320	87213
225	25439	87125
226	25552	87013
227	25644	86830
228	25771	86766
229	25873	86618
230	25997	86545
231	26094	86381
232	26254	86427
233	26367	86312
234	26487	86225
235	26562	85990
236	26672	85869
237	26768	85703
238	26868	85552
239	27018	85557
240	27116	85401
241	27221	85263
242	27358	85228
243	27514	85250
244	27627	85138
245	27752	85061
246	27887	85017
247	27996	84892
248	28119	84809
249	28283	84849
250	28399	84745
251	28559	84771
252	28650	84593
253	28799	84583
254	28919	84491
255	29049	84425
256	29165	84319
257	29270	84182
258	29396	84102
259	29558	84129
260	29671	84013
261	29782	83891
262	29916	83834
263	30060	83805
264	30160	83651
265	30258	83494
266	30374	83388
267	30475	83239
268	30588	83123
269	30738	83108
270	30888	83090
271	30994	82956
272	31120	82873
273	31292	82913
274	31394	82766
275	31496	82622
276	31631	82562
277	31689	82301
278	31822	82237
279	31941	82136
280	32052	82014
281	32160	81884
282	32307	81852
283	32455	81823
284	32552	81668
285	32678	81581
286	32785	81449
287	32894	81321
288	33005	81199
289	33110	81063
290	33256	81027
291	33359	80885
292	33478	80781
293	33571	80617
294	33697	80532
295	33837	80479
296	33924	80298
297	34051	80214
298	34182	80141
299	34302	80039
300	34408	79905
301	34515	79774
302	34620	79638
303	34742	79542
304	34872	79463
305	35013	79410
306	35120	79279
307	35247	79192
308	35356	79064
309	35470	78951
310	35580	78825
311	35729	78787
312	35859	78706
313	35999	78647
314	36087	78475
315	36215	78390
316	36316	78246
317	36443	78157
318	36574	78079
319	36682	77950
320	36798	77839
321	36934	77769
322	37090	77739
323	37278	77777
324	37416	77711
325	37565	77666
326	37718	77627
327	37842	77530
328	37959	77419
329	38108	77372
330	38220	77248
331	38344	77151
332	38472	77060
333	38592	76954
334	38696	76815
335	38791	76658
336	38901	76532
337	39032	76448
338	39095	76230
339	39209	76112
340	39337	76021
341	39431	75866
342	39572	75798
343	39675	75660
344	39801	75565
345	39912	75440
346	40027	75324
347	40139	75204
348	40321	75212
349	40431	75087
350	40573	75020
351	40673	74876
352	40783	74750
353	40889	74616
354	41005	74503
355	41121	74389
356	41234	74268
357	41343	74141
358	41452	74014
359	41591	73940
360	41705	73821
361	41799	73669
362	41927	73575
363	42048	73469
364	42157	73343
365	42287	73252
366	42388	73110
367	42504	72996
368	42619	72880
369	42707	72718
370	42803	72568
371	42953	72512
372	43073	72404
373	43194	72299
374	43380	72300
375	43504	72199
376	43607	72061
377	43723	71947
378	43821	71802
379	43938	71689
380	44042	71554
381	44154	71433
382	44238	71266
383	44340	71129
384	44457	71016
385	44552	70868
386	44632	70697
387	44740	70569
388	44847	70441
389	44968	70335
390	45080	70215
391	45223	70142
392	45335	70021
393	45450	69905
394	45557	69778
395	45700	69705
396	45780	69535
397	45900	69427
398	46012	69307
399	46114	69172
400	46252	69089
401	46392	69012
402	46529	68928
403	46690	68880
404	46820	68786
405	46984	68740
406	47105	68632
407	47270	68588
408	47398	68489
409	47583	68474
410	47725	68394
411	47867	68315
412	47995	68216
413	48128	68124
414	48278	68054
415	48423	67979
416	48545	67871
417	48679	67779
418	48806	67677
419	48938	67581
420	49060	67473
421	49214	67407
422	49336	67297
423	49506	67254
424	49642	67163
425	49776	67069
426	49883	66940
427	50038	66874
428	50175	66783
429	50312	66693
430	50454	66609
431	50630	66569
432	50766	66477
433	50876	66349
434	50982	66218
435	51146	66161
436	51293	66083
437	51430	65990
438	51565	65896
439	51689	65787
440	51821	65688
441	51951	65585
442	52053	65448
443	52178	65340
444	52269	65189
445	52386	65072
446	52518	64972
447	52645	64867
448	52737	64717
449	52812	64548
450	52940	64444
451	53072	64343
452	53199	64239
453	53333	64140
454	53412	63977
455	53487	63809
456	53601	63688
457	53704	63554
458	53811	63425
459	53934	63314
460	54082	63233
461	54199	63115
462	54308	62988
463	54436	62883
464	54566	62780
465	54701	62684
466	54821	62569
467	54952	62466
468	55077	62358
469	55191	62237
470	55295	62104
471	55427	62004
472	55539	61880
473	55762	61880
474	55904	61789
475	56057	61710
476	56168	61585
477	56335	61520
478	56469	61420
479	56592	61308
480	56729	61211
481	56799	61041
482	56940	60949
483	57077	60851
484	57186	60723
485	57325	60627
486	57425	60491
487	57557	60388
488	57670	60265
489	57781	60139
490	57898	60021
491	57997	59883
492	58114	59765
493	58246	59661
494	58372	59552
495	58499	59443
496	58628	59336
497	58726	59198
498	58809	59045
499	58928	58928
500	59028	58792
501	59135	58664
502	59281	58573
503	59387	58445
504	59511	58332
505	59691	58275
506	59806	58154
507	59935	58047
508	60012	57889
509	60129	57771
510	60248	57654
511	60375	57545
512	60484	57419
513	60570	57270
514	60659	57126
515	60747	56980
516	60871	56868
517	61024	56783
518	61175	56696
519	61268	56555
520	61424	56473
521	61533	56346
522	61628	56207
523	61754	56097
524	61884	55990
525	62032	55900
526	62189	55816
527	62317	55707
528	62470	55620
529	62581	55496
530	62702	55381
531	62819	55262
532	62955	55160
533	63087	55054
534	63202	54932
535	63309	54805
536	63460	54715
537	63584	54602
538	63701	54483
539	63820	54365
540	63920	54231
541	64033	54109
542	64190	54023
543	64299	53898
544	64418	53780
545	64531	53658
546	64581	53483
547	64665	53337
548	64780	53217
549	64877	53081
550	65022	52985
551	65163	52886
552	65368	52838
553	65488	52721
554	65649	52637
555	65833	52572
556	65963	52462
557	66065	52331
558	66210	52233
559	66377	52154
560	66509	52045
561	66627	51926
562	66797	51848
563	66958	51762
564	67116	51673
565	67250	51566
566	67365	51444
567	67510	51345
568	67674	51261
569	67857	51190
570	67987	51079
571	68122	50973
572	68246	50857
573	68326	50709
574	68463	50603
575	68565	50471
576	68708	50370
577	68817	50244
578	68964	50144
579	69107	50043
580	69256	49945
581	69360	49815
582	69504	49714
583	69605	49582
584	69729	49465
585	69841	49341
586	69987	49241
587	70095	49114
588	70249	49019
589	70339	48879
590	70481	48776
591	70594	48653
592	70721	48539
593	70846	48423
594	71001	48328
595	71141	48223
596	71282	48118
597	71409	48004
598	71520	47879
599	71587	47725
600	71753	47636
601	71884	47524
602	72018	47414
603	72183	47325
604	72362	47244
605	72509	47143
606	72647	47035
607	72755	46908
608	72885	46795
609	73032	46692
610	73176	46588
611	73296	46468
612	73415	46348
613	73529	46225
614	73662	46113
615	73785	45996
616	73881	45861
617	73966	45720
618	74084	45599
619	74199	45477
620	74337	45368
621	74545	45302
622	74667	45183
623	74780	45060
624	74964	44978
625	75113	44876
626	75243	44762
627	75327	44620
628	75460	44508
629	75592	44395
630	75709	44274
631	75828	44153
632	75939	44028
633	76058	43907
634	76202	43801
635	76346	43695
636	76451	43566
637	76538	43428
638	76642	43298
639	76746	43169
640	76925	43083
641	77054	42968
642	77159	42839
643	77292	42726
644	77415	42608
645	77524	42482
646	77642	42361
647	77742	42230
648	77873	42116
649	78036	42019
650	78140	41890
651	78308	41796
652	78427	41675
653	78554	41559
654	78671	41437
655	78770	41306
656	78890	41186
657	79007	41064
658	79115	40938
659	79222	40811
660	79321	40681
661	79477	40579
662	79602	40461
663	79726	40343
664	79837	40218
665	79949	40094
666	80082	39981
667	80216	39868
668	80315	39737
669	80443	39621
670	80555	39497
671	80648	39364
672	80754	39237
673	80871	39116
674	80985	38993
675	81111	38875
676	81237	38758
677	81354	38637
678	81549	38553
679	81683	38439
680	81788	38311
681	81913	38194
682	82018	38067
683	82153	37954
684	82239	37818
685	82364	37700
686	82511	37592
687	82619	37466
688	82693	37326
689	82781	37191
690	82914	37077
691	83056	36967
692	83163	36841
693	83277	36718
694	83383	36592
695	83477	36461
696	83582	36334
697	83778	36248
698	83930	36141
699	84118	36050
700	84274	35945
701	84420	35836
702	84562	35725
703	84732	35626
704	84856	35507
705	84993	35393
706	85136	35282
707	85337	35195
708	85485	35086
709	85622	34972
710	85757	34857
711	85927	34757
712	86039	34632
713	86198	34527
714	86311	34403
715	86428	34281
716	86536	34155
717	86655	34034
718	86724	33893
719	86844	33772
720	86994	33663
721	87113	33542
722	87272	33436
723	87420	33325
724	87514	33195
725	87672	33088
726	87795	32968
727	87898	32841
728	88024	32722
729	88171	32611
730	88328	32503
731	88453	32384
732	88568	32261
733	88698	32144
734	88822	32024
735	88925	31897
736	89072	31785
737	89221	31674
738	89340	31553
739	89490	31442
740	89590	31314
741	89707	31192
742	89838	31074
743	89958	30953
744	90067	30828
745	90234	30723
746	90371	30607
747	90522	30496
748	90632	30372
749	90770	30256
750	90916	30144
751	91035	30022
752	91184	29910
753	91302	29788
754	91431	29669
755	91521	29538
756	91606	29405
757	91739	29288
758	91836	29160
759	91965	29041
760	92084	28920
761	92237	28809
762	92346	28684
763	92459	28560
764	92556	28432
765	92655	28304
766	92812	28194
767	93002	28094
768	93167	27986
769	93297	27867
770	93391	27738
771	93491	27611
772	93618	27492
773	93731	27368
774	93828	27240
775	93957	27121
776	94099	27006
777	94230	26888
778	94326	26760
779	94438	26636
780	94546	26511
781	94657	26387
782	94761	26262
783	94865	26136
784	94991	26016
785	95103	25893
786	95227	25773
787	95342	25650
788	95442	25524
789	95563	25402
790	95704	25287
791	95831	25167
792	95956	25047
793	96127	24939
794	96237	24815
795	96354	24693
796	96470	24571
797	96626	24459
798	96733	24334
799	96845	24211
800	96975	24092
801	97122	23977
802	97229	23853
803	97406	23745
804	97540	23627
805	97671	23508
806	97806	23391
807	97919	23268
808	98024	23142
809	98126	23017
810	98240	22894
811	98340	22768
812	98505	22657
813	98600	22530
814	98688	22401
815	98796	22277
816	98906	22154
817	99007	22028
818	99134	21908
819	99253	21787
820	99386	21668
821	99521	21550
822	99625	21426
823	99759	21307
824	99898	21190
825	99986	21062
826	100132	20946
827	100237	20822
828	100345	20698
829	100515	20587
830	100634	20466
831	100749	20343
832	100836	20215
833	100952	20093
834	101027	19963
835	101171	19847
836	101286	19724
837	101413	19604
838	101498	19477
839	101646	19361
840	101765	19239
841	101880	19117
842	101985	18993
843	102146	18880
844	102328	18770
845	102468	18652
846	102620	18537
847	102749	18417
848	102916	18304
849	103049	18185
850	103195	18068
851	103302	17944
852	103426	17823
853	103573	17706
854	103676	17582
855	103780	17458
856	103885	17334
857	104053	17220
858	104181	17100
859	104302	16979
860	104397	16853
861	104513	16731
862	104626	16609
863	104726	16484
864	104853	16364
865	104973	16243
866	105063	16117
867	105145	15989
868	105264	15868
869	105349	15741
870	105479	15622
871	105606	15501
872	105714	15378
873	105858	15261
874	105957	15136
875	106022	15007
876	106146	14887
877	106246	14763
878	106390	14645
879	106521	14525
880	106625	14402
881	106722	14278
882	106839	14156
883	106986	14039
884	107056	13911
885	107200	13793
886	107324	13672
887	107429	13549
888	107524	13425
889	107651	13305
890	107742	13180
891	107849	13057
892	107938	12933
893	108101	12817
894	108181	12691
895	108291	12569
896	108399	12447
897	108523	12326
898	108625	12203
899	108716	12079
900	108852	11960
901	108967	11839
902	109053	11714
903	109174	11593
904	109335	11477
905	109466	11357
906	109620	11240
907	109720	11117
908	109817	10993
909	109942	10873
910	110104	10756
911	110234	10636
912	110344	10514
913	110467	10394
914	110565	10271
915	110668	10148
916	110797	10028
917	110947	9910
918	111034	9786
919	111187	9668
920	111314	9548
921	111426	9426
922	111602	9310
923	111718	9188
924	111885	9071
925	112020	8951
926	112104	8828
927	112220	8706
928	112327	8584
929	112462	8464
930	112582	8343
931	112689	8222
932	112867	8105
933	112985	7983
934	113116	7863
935	113234	7742
936	113349	7621
937	113461	7499
938	113593	7379
939	113684	7256
940	113778	7133
941	113886	7012
942	113974	6889
943	114079	6767
944	114180	6645
945	114292	6524
946	114398	6402
947	114518	6281
948	114637	6160
949	114732	6038
950	114828	5916
951	114954	5796
952	115032	5673
953	115111	5550
954	115209	5428
955	115353	5309
956	115468	5188
957	115538	5065
958	115621	4943
959	115736	4822
960	115836	4700
961	115937	4579
962	116019	4457
963	116143	4337
964	116249	4216
965	116425	4097
966	116563	3977
967	116661	3856
968	116784	3736
969	116906	3615
970	117016	3494
971	117208	3376
972	117416	3258
973	117561	3138
974	117672	3017
975	117805	2896
976	117906	2775
977	118032	2655
978	118133	2534
979	118210	2412
980	118303	2291
981	118397	2170
982	118484	2049
983	118575	1928
984	118672	1807
985	118728	1685
986	118824	1565
987	118913	1444
988	119013	1323
989	119134	1203
990	119268	1083
991	119438	963
992	119541	842
993	119672	722
994	119801	602
995	119900	481
996	120019	361
997	120148	240
998	120285	120
999	120424	0
