iter	Logloss
153	0.1561595213
154	0.1560845067
155	0.1559828114
156	0.155912749
157	0.1559041359
158	0.1558237845
159	0.1557383998
160	0.1556383386
161	0.1555450599
162	0.1554810092
163	0.1554341966
164	0.1553952207
165	0.1553307125
166	0.1552767112
167	0.1552300785
168	0.1551822696
169	0.155103828
170	0.1550588337
171	0.1549962629
172	0.1549349384
173	0.1548829978
174	0.1548340688
175	0.1547398423
176	0.154717805
177	0.1546487224
178	0.1544816478
179	0.1543292648
180	0.1541981126
181	0.1540806393
182	0.1540541982
183	0.1539913683
184	0.1539576497
185	0.1539163656
186	0.1537685475
187	0.1537217333
188	0.1536020604
189	0.153564924
190	0.1535145455
191	0.153487426
192	0.1534414874
193	0.1533370753
194	0.1532666344
195	0.1532323755
196	0.1531144593
197	0.1529904245
198	0.1529196738
199	0.1528870197
200	0.1528532429
201	0.1527739976
202	0.1527281571
203	0.1527050179
204	0.152653357
205	0.1526262212
206	0.1525782076
207	0.1524628581
208	0.1523281265
209	0.1522969591
210	0.1522320552
211	0.1521812016
212	0.1521146567
213	0.1520788376
214	0.1520407342
215	0.1520250592
216	0.1519950494
217	0.1519849305
218	0.1519849292
219	0.1519849279
220	0.1519515053
221	0.1518468371
222	0.1518044932
223	0.1517509098
224	0.1516685729
225	0.1515716739
226	0.1515716726
227	0.1515235606
228	0.1515097168
229	0.1514804711
230	0.1514302783
231	0.1514186788
232	0.1514043458
233	0.151339493
234	0.1512971911
235	0.1512875507
236	0.1512393775
237	0.1511765667
238	0.1511379879
239	0.1510739955
240	0.1510340178
241	0.1509819463
242	0.1509581087
243	0.1509274202
244	0.1508289297
245	0.150768752
246	0.1507566991
247	0.1507109695
248	0.1506740958
249	0.1506577995
250	0.1505732441
251	0.1505152625
252	0.1505105841
253	0.1504950952
254	0.1504672571
255	0.1504165594
256	0.1503888562
257	0.1503888448
258	0.1503293008
259	0.150286683
260	0.1502597796
261	0.1502407212
262	0.1502067021
263	0.1501444817
264	0.150079413
265	0.150057388
266	0.1500573831
267	0.1499956469
268	0.1499395494
269	0.1498774538
270	0.1498615137
271	0.1498556221
272	0.1497902968
273	0.1497596463
274	0.1497421413
275	0.1496941145
276	0.1496871351
277	0.149620605
278	0.1495574437
279	0.1494926149
280	0.1494458221
281	0.1493880725
282	0.1493725956
283	0.1493358503
284	0.1493265804
285	0.1492870423
286	0.1492338088
287	0.1492059337
288	0.1491793189
289	0.149171044
290	0.1491417706
291	0.1491031977
292	0.149064713
293	0.1490420941
294	0.1490155941
295	0.1489782229
296	0.1489572259
297	0.1489098905
298	0.14889628
299	0.1488620614
300	0.1488440965
301	0.1487978609
302	0.1487346622
303	0.1486777069
304	0.1485904949
305	0.1485509005
306	0.1485265651
307	0.1485028165
308	0.1484905604
309	0.148471146
310	0.1484511073
311	0.1484305239
312	0.1484188007
313	0.1483832522
314	0.1483548231
315	0.1483355409
316	0.1483308274
317	0.1482730914
318	0.148265997
319	0.148227912
320	0.1482141427
321	0.1481812418
322	0.1481427864
323	0.1480948575
324	0.148038986
325	0.1480191977
326	0.1479764982
327	0.1479501911
328	0.1479178236
329	0.1479058089
330	0.1478990009
331	0.1478634122
332	0.1478330178
333	0.1477974249
334	0.1477940723
335	0.147766587
336	0.147675332
337	0.1476475474
338	0.1475841252
339	0.1475366865
340	0.1474862321
341	0.1474464681
342	0.1474261014
343	0.1473723949
344	0.1473422693
345	0.1473050289
346	0.147291588
347	0.1472483656
348	0.1472017894
349	0.1471727451
350	0.1471276291
351	0.1471010683
352	0.1470457838
353	0.1470325413
354	0.1469669094
355	0.1469387801
356	0.1468965186
357	0.1468594309
358	0.1468084987
359	0.146775623
360	0.1467589054
361	0.1467185906
362	0.1467101088
363	0.1466807589
364	0.1466671897
365	0.1466465525
366	0.1466179438
367	0.1465814138
368	0.1465455918
369	0.1465375875
370	0.1464951714
371	0.146479667
372	0.1464580298
373	0.146408821
374	0.1463733387
375	0.146342341
376	0.146313785
377	0.1462937006
378	0.1462581284
379	0.1462368142
380	0.1461992113
381	0.1461770097
382	0.1461557889
383	0.1461358703
384	0.1461249053
385	0.146102851
386	0.1460698707
387	0.1460549563
388	0.1460530668
389	0.1460114666
390	0.1459435619
391	0.1459182384
392	0.1458839167
393	0.1458301665
394	0.1458047542
395	0.1457895507
396	0.1457563231
397	0.1457274031
398	0.1456973451
399	0.1456778285
400	0.1456461834
401	0.145622074
402	0.1456141485
403	0.1456115704
404	0.1455791592
405	0.1455450711
406	0.1455204295
407	0.1454711744
408	0.1454576785
409	0.1454472887
410	0.1454062826
411	0.145351465
412	0.1453244059
413	0.145285941
414	0.1452680386
415	0.1452474527
416	0.1452457743
417	0.1452196003
418	0.1452167505
419	0.1451916834
420	0.145166412
421	0.14514457
422	0.1450991417
423	0.14506766
424	0.1450374366
425	0.1450185633
426	0.145001216
427	0.1449583073
428	0.1449018055
429	0.1448767502
430	0.1448429237
431	0.1448217632
432	0.1447937726
433	0.1447711343
434	0.1447501496
435	0.1447426491
436	0.1447180539
437	0.1446950516
438	0.1446669743
439	0.1446301499
440	0.1446005789
441	0.1445538136
442	0.1445121983
443	0.1444943836
444	0.1444673697
445	0.1444378743
446	0.1444156292
447	0.1443741718
448	0.1443175841
449	0.1442821262
450	0.1442520995
451	0.1442045861
452	0.1441671122
453	0.1441237244
454	0.1440951405
455	0.1440749839
456	0.1440302819
457	0.144010718
458	0.1439826289
459	0.1439690264
460	0.1439622236
461	0.1439385061
462	0.1439204803
463	0.1438904303
464	0.1438729296
465	0.1438647359
466	0.1438414305
467	0.1438034747
468	0.1437619337
469	0.1437233306
470	0.143703394
471	0.1436869807
472	0.1436600374
473	0.1436429531
474	0.1436030992
475	0.1435921589
476	0.1435668907
477	0.1435488498
478	0.1435131643
479	0.1434905721
480	0.1434696425
481	0.1434533055
482	0.1434367908
483	0.14342862
484	0.1433920474
485	0.1433574629
486	0.1433072006
487	0.143250454
488	0.1432168442
489	0.1432079315
490	0.1431891492
491	0.1431601083
492	0.1431312534
493	0.1431111149
494	0.1430682493
495	0.1430493095
496	0.1430193658
497	0.1429919893
498	0.1429669709
499	0.1429494664
500	0.1429407468
501	0.1429295921
502	0.1428880907
503	0.1428433917
504	0.1428208663
505	0.1428021939
506	0.1427798472
507	0.1427662784
508	0.1427472532
509	0.1427359905
510	0.1427072927
511	0.1426799702
512	0.1426590791
513	0.1426300993
514	0.1426092849
515	0.1425897226
516	0.1425718745
517	0.1425537255
518	0.1425298566
519	0.1425127061
520	0.1424938898
521	0.1424706148
522	0.1424321651
523	0.1424158149
524	0.1423903191
525	0.1423602108
526	0.1423446977
527	0.1423284228
528	0.1423123411
529	0.1422754007
530	0.1422664362
531	0.1422388858
532	0.1422197021
533	0.1421975104
534	0.1421604368
535	0.1421135092
536	0.1420976211
537	0.1420817545
538	0.1420545758
539	0.1420253621
540	0.1419972984
541	0.1419736133
542	0.1419363907
543	0.1419082344
544	0.1418905349
545	0.141867334
546	0.141823882
547	0.1418171683
548	0.1418114225
549	0.1417908957
550	0.1417661978
551	0.1417455289
552	0.1417241441
553	0.1417140631
554	0.1416908848
555	0.1416721185
556	0.141652769
557	0.1416478687
558	0.1416138435
559	0.1415878118
560	0.1415702446
561	0.1415495542
562	0.1415090023
563	0.141444066
564	0.1414237477
565	0.1413915198
566	0.1413648811
567	0.1413418263
568	0.1413377195
569	0.1413209008
570	0.1413084941
571	0.1412853834
572	0.1412686708
573	0.1412645581
574	0.1412459046
575	0.1412075302
576	0.1412023107
577	0.1411772569
578	0.1411445445
579	0.1411263805
580	0.1410883066
581	0.1410606931
582	0.1410472989
583	0.1410212061
584	0.141002169
585	0.1409789197
586	0.1409630688
587	0.1409390705
588	0.1409044974
589	0.1408761229
590	0.1408573588
591	0.1408331938
592	0.1408273441
593	0.1408050356
594	0.1407931338
595	0.1407700478
596	0.1407514686
597	0.1407095434
598	0.1406941555
599	0.1406707735
600	0.140646423
601	0.1406265289
602	0.1406154569
603	0.1405876265
604	0.1405574147
605	0.1405387643
606	0.140524182
607	0.1405042151
608	0.1404838244
609	0.140464771
610	0.1404510181
611	0.1404275801
612	0.1404214532
613	0.14041049
614	0.1404038464
615	0.1403799145
616	0.1403514638
617	0.1403374719
618	0.1403219454
619	0.1402919925
620	0.1402517432
621	0.1402086642
622	0.1401942178
623	0.1401727754
624	0.140169654
625	0.1400994534
626	0.1400753066
627	0.1400224668
628	0.1399874082
629	0.1399815625
630	0.139957208
631	0.1399362306
632	0.1399032326
633	0.1398989128
634	0.1398770929
635	0.1398491143
636	0.1398433534
637	0.1398185891
638	0.1397856771
639	0.1397666137
640	0.139746871
641	0.1397297823
642	0.1396889784
643	0.1396702383
644	0.139653764
645	0.1396352137
646	0.1396098748
647	0.1395895625
648	0.1395407982
649	0.1395087786
650	0.1394740035
651	0.1394618533
652	0.1394504285
653	0.1394249531
654	0.1393966721
655	0.1393776552
656	0.1393517594
657	0.1393419064
658	0.1393144602
659	0.1392857233
660	0.1392596856
661	0.1392462399
662	0.1392057642
663	0.1391591693
664	0.1391433248
665	0.1391122795
666	0.1390767359
667	0.1390487623
668	0.1390333006
669	0.1390139992
670	0.1389862571
671	0.1389647211
672	0.1389468212
673	0.1389101254
674	0.1388763671
675	0.1388421975
676	0.138836948
677	0.1387826455
678	0.1387733808
679	0.1387510153
680	0.1387190486
681	0.1387094083
682	0.1386891715
683	0.1386607733
684	0.1386298979
685	0.1386106401
686	0.1385792485
687	0.1385693873
688	0.138556744
689	0.1385465127
690	0.1384940947
691	0.1384551081
692	0.1384401411
693	0.1384147379
694	0.1383994975
695	0.1383811239
696	0.1383780383
697	0.1383570559
698	0.1383134816
699	0.138308016
700	0.1382834857
701	0.1382404328
702	0.1382261245
703	0.138213013
704	0.1381895415
705	0.1381542188
706	0.1381341224
707	0.138121606
708	0.1381076239
709	0.138100666
710	0.1380854317
711	0.1380298401
712	0.138009488
713	0.1379983461
714	0.1379785251
715	0.1379653671
716	0.1379290093
717	0.1379158562
718	0.1378946367
719	0.1378812256
720	0.1378261599
721	0.1377903607
722	0.1377210171
723	0.1376670923
724	0.1376428335
725	0.1376207876
726	0.1376005506
727	0.1375910284
728	0.1375616072
729	0.13754894
730	0.1374932001
731	0.1374678697
732	0.1374445398
733	0.1373970379
734	0.1373719082
735	0.1373401382
736	0.1373110846
737	0.1372900506
738	0.1372696943
739	0.137228239
740	0.137219284
741	0.1372018781
742	0.1371943395
743	0.1371425911
744	0.1371294138
745	0.1371100863
746	0.1370765548
747	0.1370431984
748	0.1369945214
749	0.1369890805
750	0.1369537527
751	0.1369359368
752	0.1368978271
753	0.1368870838
754	0.13686676
755	0.136848297
756	0.1367985157
757	0.1367562935
758	0.1367367454
759	0.136716793
760	0.1367045263
761	0.1366897484
762	0.1366819257
763	0.1366667455
764	0.1366484515
765	0.1366228148
766	0.1365939144
767	0.136582161
768	0.1365230316
769	0.1364865827
770	0.1364665905
771	0.1364389301
772	0.1364241133
773	0.1363953435
774	0.1363532575
775	0.1363148416
776	0.136273293
777	0.136256207
778	0.1362247256
779	0.1362039944
780	0.1361739735
781	0.1361580781
782	0.1361221521
783	0.1361051217
784	0.1360826455
785	0.1360521978
786	0.1360449377
787	0.1360327673
788	0.1360096234
789	0.1359987755
790	0.1359887562
791	0.135971598
792	0.1359061109
793	0.1358956238
794	0.1358741132
795	0.1358321051
796	0.135792249
797	0.1357858306
798	0.1357720071
799	0.1357545433
800	0.1357343069
801	0.1357247573
802	0.135692045
803	0.1356750407
804	0.1356612948
805	0.1356430229
806	0.1356140679
807	0.1355862681
808	0.1355708999
809	0.1355634612
810	0.1355355132
811	0.1354939605
812	0.1354642676
813	0.1354517728
814	0.1354190737
815	0.1353896485
816	0.1353635727
817	0.1353447493
818	0.1353025311
819	0.1352929012
820	0.1352475689
821	0.1352272006
822	0.1351843223
823	0.1351675281
824	0.1351502704
825	0.1351048889
826	0.13505625
827	0.1350296508
828	0.1349988203
829	0.134981226
830	0.1349599366
831	0.1349469141
832	0.1349224288
833	0.1349154129
834	0.1349031587
835	0.1348740779
836	0.1348499378
837	0.1348487654
838	0.1348252362
839	0.1348092671
840	0.1347986945
841	0.1347729738
842	0.1347533134
843	0.1347446064
844	0.1347253774
845	0.1346967857
846	0.1346690501
847	0.1346463383
848	0.1346184178
849	0.1346092282
850	0.1345627092
851	0.1345158301
852	0.1344865957
853	0.1344690946
854	0.1344394485
855	0.1344243403
856	0.1344037169
857	0.134388008
858	0.1343849012
859	0.1343525983
860	0.1343310834
861	0.1342984632
862	0.1342797668
863	0.1342375664
864	0.1342323749
865	0.1342209618
866	0.134194273
867	0.1341586462
868	0.1341434989
869	0.1341265462
870	0.13412137
871	0.1340781676
872	0.1340713828
873	0.1340656425
874	0.1340490753
875	0.1340094576
876	0.1339836268
877	0.1339716402
878	0.1339603982
879	0.1339471312
880	0.1339127532
881	0.1338498362
882	0.1338298407
883	0.1338064177
884	0.1337806259
885	0.1337657562
886	0.133753239
887	0.1337464452
888	0.1337233841
889	0.1337145301
890	0.1336875389
891	0.1336487009
892	0.1336184537
893	0.1336141635
894	0.1335970762
895	0.1335745012
896	0.133568027
897	0.1335376653
898	0.1335185554
899	0.133508892
900	0.1334968257
901	0.1334769588
902	0.1334344464
903	0.1334149892
904	0.133410192
905	0.133384225
906	0.1333648507
907	0.1333289474
908	0.1332809899
909	0.1332499774
910	0.133237102
911	0.13319999
912	0.1331753541
913	0.1331633004
914	0.1331387922
915	0.13312017
916	0.1331031274
917	0.1330550356
918	0.1330492384
919	0.1330370041
920	0.133014171
921	0.132982814
922	0.1329652784
923	0.1329194016
924	0.1328992896
925	0.132864875
926	0.1328528066
927	0.1328087619
928	0.1327738644
929	0.1327681139
930	0.1327484932
931	0.1327298146
932	0.1326724771
933	0.1326512054
934	0.1326307617
935	0.1326077128
936	0.1325639373
937	0.1325446113
938	0.1325253616
939	0.1325204526
940	0.1324878338
941	0.1324513978
942	0.1324176928
943	0.1323988944
944	0.132386258
945	0.1323442905
946	0.1323262935
947	0.1322764402
948	0.1322636295
949	0.1322624649
950	0.1322379913
951	0.1322329009
952	0.1321973523
953	0.1321702876
954	0.1321542838
955	0.1321254558
956	0.1320994
957	0.1320554107
958	0.1320188722
959	0.1319918448
960	0.1319917138
961	0.1319726402
962	0.1319579431
963	0.1319470292
964	0.1319256017
965	0.1318902371
966	0.1318863359
967	0.1318631987
968	0.1318465996
969	0.1318255893
970	0.1318043946
971	0.1317982329
972	0.1317773299
973	0.1317694407
974	0.1317527763
975	0.1317168545
976	0.1316578037
977	0.1316465503
978	0.1316277743
979	0.1316142116
980	0.1316016008
981	0.1315641249
982	0.1315460193
983	0.1315273436
984	0.131501419
985	0.1314915007
986	0.1314815846
987	0.131460411
988	0.1314543571
989	0.1314399879
990	0.1314229068
991	0.1313898018
992	0.1313773747
993	0.1313428377
994	0.1313047136
995	0.1312746379
996	0.1312451707
997	0.1312311814
998	0.1311882923
999	0.1311395
