iter	Passed	Remaining
400	52371	78230
401	52506	78106
402	52647	77992
403	52801	77894
404	53010	77880
405	53241	77895
406	53398	77801
407	53594	77764
408	53797	77736
409	54097	77847
410	54352	77892
411	54571	77883
412	54703	77751
413	54839	77622
414	54996	77525
415	55117	77376
416	55276	77281
417	55408	77147
418	55597	77093
419	55833	77103
420	56189	77276
421	56583	77500
422	56828	77517
423	57084	77548
424	57423	77690
425	57649	77677
426	57861	77645
427	58061	77596
428	58305	77604
429	58606	77687
430	58859	77705
431	59188	77821
432	59330	77691
433	59468	77556
434	59618	77434
435	59753	77295
436	59910	77183
437	60067	77073
438	60185	76911
439	60322	76773
440	60449	76623
441	60587	76488
442	60769	76407
443	60939	76312
444	61150	76265
445	61291	76132
446	61436	76005
447	61591	75889
448	61745	75772
449	61859	75605
450	62028	75507
451	62157	75358
452	62310	75240
453	62431	75082
454	62549	74921
455	62758	74870
456	62986	74839
457	63195	74786
458	63401	74727
459	63586	74644
460	63743	74528
461	63861	74367
462	63987	74213
463	64152	74106
464	64360	74049
465	64534	73951
466	64707	73852
467	64898	73773
468	65093	73698
469	65263	73594
470	65439	73497
471	65660	73450
472	65900	73424
473	66171	73431
474	66415	73406
475	66740	73470
476	66958	73415
477	67180	73364
478	67451	73365
479	67605	73239
480	67906	73271
481	68099	73186
482	68254	73059
483	68402	72924
484	68541	72781
485	68715	72674
486	68910	72589
487	69079	72477
488	69247	72362
489	69412	72245
490	69577	72128
491	69808	72078
492	70024	72013
493	70218	71923
494	70379	71800
495	70526	71664
496	70691	71544
497	70832	71401
498	71111	71396
499	71271	71271
500	71420	71135
501	71620	71049
502	71794	70937
503	71976	70833
504	72100	70672
505	72277	70562
506	72412	70413
507	72557	70271
508	72754	70181
509	72986	70124
510	73194	70043
511	73501	70056
512	73741	70004
513	73855	69831
514	73992	69682
515	74106	69511
516	74226	69344
517	74349	69182
518	74524	69068
519	74658	68915
520	74795	68765
521	74971	68652
522	75121	68514
523	75270	68375
524	75596	68397
525	75787	68295
526	76019	68229
527	76155	68078
528	76336	67966
529	76459	67803
530	76594	67651
531	76744	67511
532	76887	67367
533	77035	67225
534	77203	67101
535	77337	66948
536	77464	66789
537	77588	66628
538	77705	66460
539	77861	66326
540	77981	66161
541	78115	66008
542	78282	65884
543	78436	65748
544	78578	65602
545	78696	65435
546	78849	65299
547	79013	65171
548	79151	65022
549	79286	64871
550	79416	64715
551	79542	64556
552	79737	64452
553	79930	64348
554	80092	64218
555	80216	64057
556	80348	63903
557	80475	63746
558	80603	63589
559	80747	63444
560	80911	63316
561	81090	63198
562	81224	63046
563	81380	62911
564	81558	62792
565	81689	62638
566	81811	62476
567	81944	62324
568	82094	62184
569	82281	62071
570	82407	61913
571	82631	61829
572	82798	61701
573	82938	61553
574	83143	61453
575	83316	61330
576	83472	61194
577	83612	61046
578	83803	60934
579	83925	60773
580	84048	60613
581	84151	60438
582	84314	60307
583	84549	60227
584	84694	60082
585	84829	59930
586	84995	59801
587	85163	59672
588	85367	59568
589	85556	59454
590	85700	59308
591	85854	59170
592	86010	59032
593	86185	58907
594	86302	58743
595	86442	58595
596	86637	58483
597	86800	58351
598	86961	58216
599	87173	58115
600	87448	58056
601	87596	57912
602	87752	57773
603	87943	57658
604	88172	57567
605	88334	57432
606	88473	57281
607	88662	57163
608	88837	57036
609	88982	56890
610	89100	56726
611	89335	56637
612	89553	56537
613	89722	56405
614	89900	56279
615	90040	56129
616	90190	55985
617	90341	55842
618	90508	55709
619	90663	55567
620	90814	55424
621	91048	55331
622	91210	55194
623	91382	55063
624	91524	54914
625	91650	54756
626	91784	54602
627	91948	54466
628	92131	54341
629	92327	54223
630	92579	54139
631	92747	54004
632	92897	53859
633	93058	53721
634	93342	53653
635	93596	53567
636	93813	53460
637	94009	53340
638	94162	53196
639	94324	53057
640	94476	52912
641	94626	52767
642	94746	52604
643	94888	52453
644	95028	52302
645	95152	52142
646	95273	51980
647	95424	51835
648	95586	51696
649	95726	51545
650	95837	51378
651	95970	51223
652	96124	51080
653	96238	50914
654	96372	50761
655	96506	50606
656	96646	50456
657	96789	50307
658	96892	50136
659	97031	49985
660	97093	49795
661	97230	49643
662	97330	49472
663	97476	49325
664	97641	49187
665	97792	49043
666	97907	48880
667	97994	48703
668	98106	48539
669	98237	48385
670	98410	48251
671	98540	48097
672	98681	47947
673	98784	47779
674	98908	47622
675	99047	47472
676	99187	47322
677	99323	47171
678	99474	47027
679	99594	46868
680	99735	46718
681	99816	46542
682	99933	46382
683	100063	46228
684	100190	46072
685	100329	45923
686	100497	45786
687	100640	45639
688	100803	45500
689	100926	45344
690	101089	45205
691	101191	45038
692	101343	44895
693	101495	44751
694	101587	44581
695	101730	44433
696	101835	44269
697	101967	44117
698	102143	43984
699	102284	43836
700	102428	43689
701	102556	43535
702	102698	43387
703	102843	43241
704	102980	43091
705	103126	42944
706	103305	42812
707	103443	42663
708	103587	42516
709	103692	42353
710	103836	42206
711	103994	42065
712	104152	41923
713	104307	41781
714	104499	41653
715	104579	41481
716	104726	41335
717	104898	41199
718	105046	41054
719	105211	40915
720	105362	40771
721	105558	40644
722	105744	40513
723	105963	40394
724	106142	40260
725	106278	40110
726	106436	39968
727	106587	39823
728	106863	39725
729	107061	39598
730	107178	39440
731	107297	39283
732	107434	39133
733	107579	38986
734	107801	38867
735	107948	38720
736	108105	38577
737	108264	38435
738	108375	38276
739	108535	38133
740	108689	37989
741	108873	37856
742	109037	37715
743	109167	37563
744	109338	37424
745	109502	37283
746	109638	37133
747	109800	36991
748	109964	36850
749	110149	36716
750	110234	36549
751	110425	36416
752	110558	36265
753	110727	36126
754	110886	35982
755	111132	35868
756	111343	35741
757	111486	35593
758	111634	35446
759	111759	35292
760	111895	35142
761	112171	35035
762	112464	34933
763	112633	34792
764	112765	34640
765	112913	34493
766	113065	34347
767	113206	34197
768	113297	34033
769	113451	33888
770	113605	33742
771	113717	33584
772	113821	33424
773	113948	33271
774	114070	33117
775	114206	32966
776	114316	32808
777	114463	32661
778	114616	32516
779	114752	32366
780	114900	32219
781	114994	32057
782	115127	31906
783	115254	31753
784	115419	31611
785	115534	31455
786	115647	31299
787	115856	31169
788	116044	31033
789	116184	30884
790	116307	30730
791	116467	30587
792	116587	30433
793	116728	30284
794	116904	30145
795	117002	29985
796	117118	29830
797	117213	29670
798	117367	29525
799	117509	29377
800	117701	29241
801	117850	29095
802	118031	28956
803	118251	28827
804	118366	28672
805	118500	28522
806	118634	28372
807	118777	28224
808	118922	28076
809	119138	27946
810	119323	27807
811	119505	27668
812	119656	27522
813	119831	27381
814	119978	27234
815	120083	27077
816	120221	26928
817	120382	26784
818	120534	26638
819	120682	26491
820	120827	26343
821	120987	26199
822	121069	26038
823	121174	25881
824	121256	25721
825	121403	25574
826	121533	25423
827	121681	25276
828	121799	25123
829	121927	24973
830	122072	24825
831	122331	24701
832	122631	24585
833	122823	24446
834	122918	24289
835	123075	24144
836	123222	23996
837	123324	23840
838	123445	23688
839	123562	23535
840	123665	23380
841	123816	23233
842	123949	23084
843	124067	22931
844	124230	22787
845	124377	22640
846	124519	22492
847	124657	22344
848	124823	22200
849	124968	22053
850	125097	21903
851	125289	21763
852	125451	21619
853	125664	21483
854	125738	21324
855	125939	21186
856	126186	21055
857	126334	20908
858	126575	20776
859	126854	20650
860	127272	20546
861	127587	20425
862	127749	20280
863	127945	20139
864	128117	19995
865	128311	19854
866	128531	19717
867	128688	19570
868	128820	19419
869	128938	19266
870	129112	19122
871	129260	18974
872	129397	18824
873	129532	18674
874	129778	18539
875	130002	18402
876	130121	18249
877	130290	18104
878	130429	17954
879	130561	17803
880	130720	17656
881	130955	17520
882	131119	17373
883	131251	17223
884	131434	17079
885	131582	16930
886	131862	16798
887	132179	16671
888	132313	16520
889	132456	16371
890	132615	16223
891	132803	16079
892	132976	15933
893	133221	15795
894	133388	15648
895	133549	15501
896	133712	15353
897	133906	15209
898	134155	15071
899	134485	14942
900	134731	14804
901	134998	14667
902	135370	14541
903	135647	14405
904	135845	14260
905	136013	14111
906	136259	13971
907	136592	13839
908	136840	13699
909	137001	13549
910	137132	13397
911	137290	13247
912	137441	13096
913	137573	12944
914	137696	12791
915	137807	12637
916	137999	12490
917	138136	12338
918	138243	12184
919	138395	12034
920	138570	11886
921	138745	11737
922	138888	11586
923	139074	11439
924	139316	11295
925	139492	11147
926	139648	10997
927	139795	10846
928	139936	10694
929	140030	10539
930	140205	10391
931	140448	10247
932	140634	10099
933	140764	9946
934	140931	9797
935	141091	9647
936	141228	9495
937	141339	9342
938	141583	9197
939	141724	9046
940	141859	8894
941	141996	8742
942	142118	8590
943	142230	8437
944	142337	8284
945	142436	8130
946	142582	7979
947	142719	7828
948	142865	7677
949	142977	7525
950	143151	7375
951	143294	7224
952	143411	7072
953	143534	6920
954	143622	6767
955	143791	6618
956	143916	6466
957	144047	6315
958	144232	6166
959	144375	6015
960	144539	5865
961	144725	5716
962	144931	5568
963	145078	5417
964	145249	5268
965	145401	5117
966	145561	4967
967	145709	4816
968	145903	4667
969	146103	4518
970	146256	4368
971	146417	4217
972	146582	4067
973	146755	3917
974	146918	3767
975	147066	3616
976	147274	3467
977	147411	3315
978	147554	3165
979	147694	3014
980	147867	2863
981	148038	2713
982	148197	2562
983	148377	2412
984	148524	2261
985	148681	2111
986	148821	1960
987	148992	1809
988	149203	1659
989	149354	1508
990	149525	1357
991	149689	1207
992	149869	1056
993	150029	905
994	150179	754
995	150379	603
996	150537	452
997	150733	302
998	150900	151
999	151054	0
